,precio_compra,precio_compra_por_m2,cee,balcon,armarios_empotrados,jardin,zonas_verdes,estacionamiento,pileta,trastero,terraza,tipo_inmueble,accesible,exterior,bajo,necesita_reforma,habitaciones,ubicacion,annio_construccion,piso,metros_cuadrados,bannos,zona,latitud,longitud
5565,2990000,2990,en trámite,False,True,True,False,False,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,11,"Fuencarral, Madrid",1991.0,Entreplanta exterior,1000.0,8.0,norte,40.4262741,-3.7009067
5566,2990000,2990,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,9,"Fuencarral, Madrid",1991.0,Entreplanta exterior,1000.0,8.0,norte,40.4262741,-3.7009067
5567,2800000,3111,en trámite,False,False,True,False,True,True,True,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1991.0,Entreplanta exterior,900.0,7.0,norte,40.4262741,-3.7009067
5568,1650000,5172,en trámite,False,True,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1968.0,Entreplanta exterior,319.0,3.0,norte,40.4262741,-3.7009067
5569,3200000,5714,en trámite,False,True,True,False,True,False,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,560.0,6.0,norte,40.4262741,-3.7009067
5570,1980000,2933,E,False,True,True,False,True,True,True,False,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1973.0,Entreplanta exterior,675.0,5.0,norte,40.4262741,-3.7009067
5571,1980000,2933,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1965.0,Entreplanta exterior,675.0,5.0,norte,40.4262741,-3.7009067
5572,1580000,3413,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2007.0,Entreplanta exterior,463.0,5.0,norte,40.4262741,-3.7009067
5573,990000,2640,G,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,375.0,4.0,norte,40.4262741,-3.7009067
5574,995000,3295,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,5,"Fuencarral, Madrid",1991.0,2,302.0,4.0,norte,40.4262741,-3.7009067
5575,995000,3295,no indicado,False,False,False,True,True,True,False,True,HouseType 1: Pisos,False,False,False,False,5,"Fuencarral, Madrid",1976.0,2,302.0,4.0,norte,40.4262741,-3.7009067
5576,1010000,2610,C,True,True,True,False,True,False,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1994.0,Entreplanta exterior,387.0,6.0,norte,40.4262741,-3.7009067
5577,900000,2326,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1983.0,Entreplanta exterior,387.0,6.0,norte,40.4262741,-3.7009067
5578,890000,3693,en trámite,False,True,False,True,True,True,True,False,HouseType 1: Pisos,False,False,False,False,5,"Fuencarral, Madrid",1976.0,2,241.0,5.0,norte,40.4262741,-3.7009067
5579,890000,3693,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,True,False,False,False,5,"Fuencarral, Madrid",1976.0,2,241.0,5.0,norte,40.4262741,-3.7009067
5580,890000,3693,no indicado,False,False,False,False,True,True,False,False,HouseType 1: Pisos,False,True,False,False,4,"Fuencarral, Madrid",1979.0,Entreplanta exterior,241.0,5.0,norte,40.4262741,-3.7009067
5581,1890000,3468,en trámite,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2004.0,Entreplanta exterior,545.0,5.0,norte,40.4262741,-3.7009067
5582,849000,2288,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,371.0,4.0,norte,40.4262741,-3.7009067
5583,885000,2385,en trámite,False,True,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1985.0,Entreplanta exterior,371.0,5.0,norte,40.4262741,-3.7009067
5584,775000,2089,en trámite,False,False,True,False,True,False,False,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,371.0,4.0,norte,40.4262741,-3.7009067
5585,849000,2288,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1981.0,Entreplanta exterior,371.0,4.0,norte,40.4262741,-3.7009067
5586,1300000,2692,en trámite,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1994.0,Entreplanta exterior,483.0,5.0,norte,40.4262741,-3.7009067
5587,1330000,3473,D,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2003.0,Entreplanta exterior,383.0,4.0,norte,40.4262741,-3.7009067
5588,1395000,2968,en trámite,False,True,True,False,True,False,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1995.0,Entreplanta exterior,470.0,5.0,norte,40.4262741,-3.7009067
5589,2475000,3929,en trámite,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,630.0,7.0,norte,40.4262741,-3.7009067
5590,1395000,3652,en trámite,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,382.0,4.0,norte,40.4262741,-3.7009067
5591,740000,2937,en trámite,False,True,True,False,True,False,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1995.0,Entreplanta exterior,252.0,5.0,norte,40.4262741,-3.7009067
5592,2190000,2305,en trámite,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2002.0,Entreplanta exterior,950.0,8.0,norte,40.4262741,-3.7009067
5593,2800000,2947,en trámite,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2000.0,Entreplanta exterior,950.0,7.0,norte,40.4262741,-3.7009067
5594,2300000,3382,C,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2001.0,Entreplanta exterior,680.0,7.0,norte,40.4262741,-3.7009067
5595,3300000,4853,no indicado,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2008.0,Entreplanta exterior,680.0,5.0,norte,40.4262741,-3.7009067
5596,3300000,4853,en trámite,True,False,True,False,True,True,True,True,HouseType 2: Casa o chalet,True,True,False,False,5,"Fuencarral, Madrid",2010.0,Entreplanta exterior,680.0,6.0,norte,40.4262741,-3.7009067
5597,1275000,3418,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2003.0,Entreplanta exterior,373.0,4.0,norte,40.4262741,-3.7009067
5598,995000,2726,D,False,False,False,False,True,False,False,False,HouseType 1: Pisos,False,False,False,False,4,"Fuencarral, Madrid",1991.0,1,365.0,5.0,norte,40.4262741,-3.7009067
5599,990000,2029,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1994.0,Entreplanta exterior,488.0,5.0,norte,40.4262741,-3.7009067
5600,995000,3396,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,True,False,False,False,5,"Fuencarral, Madrid",1976.0,2,293.0,4.0,norte,40.4262741,-3.7009067
5601,3300000,4839,D,True,False,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,682.0,5.0,norte,40.4262741,-3.7009067
5602,3300000,4839,E,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2008.0,Entreplanta exterior,682.0,6.0,norte,40.4262741,-3.7009067
5603,3300000,4839,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2008.0,Entreplanta exterior,682.0,5.0,norte,40.4262741,-3.7009067
5604,2420000,4368,A,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1972.0,Entreplanta exterior,554.0,5.0,norte,40.4262741,-3.7009067
5605,2420000,4368,en trámite,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1972.0,Entreplanta exterior,554.0,6.0,norte,40.4262741,-3.7009067
5606,1500000,3247,D,False,False,True,False,True,False,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,462.0,5.0,norte,40.4262741,-3.7009067
5607,978000,2489,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2004.0,Entreplanta exterior,393.0,5.0,norte,40.4262741,-3.7009067
5608,2450000,3490,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,8,"Fuencarral, Madrid",1995.0,Entreplanta exterior,702.0,8.0,norte,40.4262741,-3.7009067
5609,2075000,2956,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1997.0,Entreplanta exterior,702.0,7.0,norte,40.4262741,-3.7009067
5610,1450000,2470,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1975.0,Entreplanta exterior,587.0,5.0,norte,40.4262741,-3.7009067
5611,1450000,2470,no indicado,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1997.0,Entreplanta exterior,587.0,5.0,norte,40.4262741,-3.7009067
5612,1450000,2470,D,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,True,5,"Fuencarral, Madrid",1973.0,Entreplanta exterior,587.0,5.0,norte,40.4262741,-3.7009067
5613,1190000,2434,en trámite,False,False,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1994.0,Entreplanta exterior,489.0,6.0,norte,40.4262741,-3.7009067
5614,1950000,3181,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1992.0,Entreplanta exterior,613.0,6.0,norte,40.4262741,-3.7009067
5615,3200000,5424,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",2011.0,Entreplanta exterior,590.0,5.0,norte,40.4262741,-3.7009067
5616,995000,1970,en trámite,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1995.0,Entreplanta exterior,505.0,5.0,norte,40.4262741,-3.7009067
5617,995000,1970,E,False,False,False,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1995.0,Entreplanta exterior,505.0,6.0,norte,40.4262741,-3.7009067
5618,995000,1970,D,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1991.0,Entreplanta exterior,505.0,4.0,norte,40.4262741,-3.7009067
5619,995000,1970,C,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1995.0,Entreplanta exterior,505.0,6.0,norte,40.4262741,-3.7009067
5620,1690000,3885,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1965.0,Entreplanta exterior,435.0,5.0,norte,40.4262741,-3.7009067
5621,1330000,3491,D,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2003.0,Entreplanta exterior,381.0,3.0,norte,40.4262741,-3.7009067
5622,2600000,2723,en trámite,False,False,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,True,8,"Fuencarral, Madrid",1973.0,Entreplanta exterior,955.0,6.0,norte,40.4262741,-3.7009067
5623,2600000,2723,en trámite,True,True,True,False,False,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,8,"Fuencarral, Madrid",1965.0,Entreplanta exterior,955.0,6.0,norte,40.4262741,-3.7009067
5624,2600000,2723,A,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,8,"Fuencarral, Madrid",1991.0,Entreplanta exterior,955.0,6.0,norte,40.4262741,-3.7009067
5625,2800000,3185,D,False,False,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,879.0,9.0,norte,40.4262741,-3.7009067
5626,2800000,3185,en trámite,False,True,True,False,False,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2003.0,Entreplanta exterior,879.0,7.0,norte,40.4262741,-3.7009067
5627,2800000,3185,en trámite,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1991.0,Entreplanta exterior,879.0,8.0,norte,40.4262741,-3.7009067
5628,2475000,4104,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1995.0,Entreplanta exterior,603.0,7.0,norte,40.4262741,-3.7009067
5629,2700000,3714,A,True,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,3,"Fuencarral, Madrid",2004.0,Entreplanta exterior,727.0,6.0,norte,40.4262741,-3.7009067
5630,1095000,2494,A,False,False,True,False,True,True,True,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1991.0,Entreplanta exterior,439.0,5.0,norte,40.4262741,-3.7009067
5631,1900000,3304,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1965.0,Entreplanta exterior,575.0,4.0,norte,40.4262741,-3.7009067
5632,1900000,3304,A,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1991.0,Entreplanta exterior,575.0,5.0,norte,40.4262741,-3.7009067
5633,890000,1735,en trámite,False,True,False,False,True,False,True,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1987.0,Entreplanta exterior,513.0,4.0,norte,40.4262741,-3.7009067
5634,990000,1930,en trámite,False,True,True,False,True,False,False,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1986.0,Entreplanta exterior,513.0,5.0,norte,40.4262741,-3.7009067
5635,2260000,3440,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2000.0,Entreplanta exterior,657.0,5.0,norte,40.4262741,-3.7009067
5636,2260000,3440,en trámite,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2000.0,Entreplanta exterior,657.0,4.0,norte,40.4262741,-3.7009067
5637,1800000,3455,en trámite,False,False,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1985.0,Entreplanta exterior,521.0,5.0,norte,40.4262741,-3.7009067
5638,1800000,3455,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1985.0,Entreplanta exterior,521.0,5.0,norte,40.4262741,-3.7009067
5639,1500000,4032,en trámite,True,True,True,False,True,False,False,True,HouseType 2: Casa o chalet,False,True,False,True,6,"Fuencarral, Madrid",1973.0,Entreplanta exterior,372.0,4.0,norte,40.4262741,-3.7009067
5640,2260000,2818,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2002.0,Entreplanta exterior,802.0,5.0,norte,40.4262741,-3.7009067
5641,2260000,2818,en trámite,False,True,True,False,False,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2001.0,Entreplanta exterior,802.0,5.0,norte,40.4262741,-3.7009067
5642,2260000,2818,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2001.0,Entreplanta exterior,802.0,5.0,norte,40.4262741,-3.7009067
5643,799000,2364,no indicado,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1991.0,Entreplanta exterior,338.0,4.0,norte,40.4262741,-3.7009067
5644,2100920,3019,no indicado,False,False,False,False,False,False,False,False,HouseType 2: Casa o chalet,False,True,False,False,3,"Fuencarral, Madrid",1991.0,Entreplanta exterior,696.0,2.0,norte,40.4262741,-3.7009067
5645,2179600,3132,E,False,True,False,False,True,False,True,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,696.0,3.0,norte,40.4262741,-3.7009067
5646,985000,2301,D,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1994.0,Entreplanta exterior,428.0,6.0,norte,40.4262741,-3.7009067
5647,1580000,3930,no indicado,False,False,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1957.0,Entreplanta exterior,402.0,5.0,norte,40.4262741,-3.7009067
5648,1580000,3930,D,False,False,False,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,True,4,"Fuencarral, Madrid",1973.0,Entreplanta exterior,402.0,5.0,norte,40.4262741,-3.7009067
5649,1580000,3930,en trámite,False,False,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,True,4,"Fuencarral, Madrid",1973.0,Entreplanta exterior,402.0,5.0,norte,40.4262741,-3.7009067
5650,1395000,2987,no indicado,False,False,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1995.0,Entreplanta exterior,467.0,5.0,norte,40.4262741,-3.7009067
5651,1325000,2655,E,True,True,True,False,False,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1965.0,Entreplanta exterior,499.0,5.0,norte,40.4262741,-3.7009067
5652,1400000,2875,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,487.0,5.0,norte,40.4262741,-3.7009067
5653,1400000,2875,D,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",1991.0,Entreplanta exterior,487.0,5.0,norte,40.4262741,-3.7009067
5654,1095000,2248,en trámite,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,5,"Fuencarral, Madrid",2004.0,Entreplanta exterior,487.0,8.0,norte,40.4262741,-3.7009067
5655,2800000,3115,no indicado,False,True,True,False,False,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2003.0,Entreplanta exterior,899.0,6.0,norte,40.4262741,-3.7009067
5656,3200000,2585,no indicado,False,False,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,11,"Fuencarral, Madrid",1993.0,Entreplanta exterior,1238.0,11.0,norte,40.4262741,-3.7009067
5657,2190000,2503,E,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,875.0,7.0,norte,40.4262741,-3.7009067
5658,1460000,2544,en trámite,False,False,True,False,False,False,False,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1995.0,Entreplanta exterior,574.0,4.0,norte,40.4262741,-3.7009067
5659,370000,1197,inmueble exento,False,False,False,False,False,False,False,False,HouseType 2: Casa o chalet,False,True,False,True,0,"Fuencarral, Madrid",1973.0,Entreplanta exterior,309.0,3.0,norte,40.4262741,-3.7009067
5660,3200000,5704,C,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",2011.0,Entreplanta exterior,561.0,6.0,norte,40.4262741,-3.7009067
5661,1900000,2905,F,False,True,True,False,True,True,True,True,HouseType 2: Casa o chalet,False,True,False,True,7,"Fuencarral, Madrid",1950.0,Entreplanta exterior,654.0,6.0,norte,40.4262741,-3.7009067
5662,1055000,2360,G,False,True,True,False,True,False,True,False,HouseType 2: Casa o chalet,False,True,False,False,6,"Fuencarral, Madrid",1991.0,Entreplanta exterior,447.0,4.0,norte,40.4262741,-3.7009067
5663,3300000,4925,E,True,True,True,False,True,True,True,False,HouseType 2: Casa o chalet,True,True,False,False,5,"Fuencarral, Madrid",2009.0,Entreplanta exterior,670.0,6.0,norte,40.4262741,-3.7009067
5664,1975000,2782,no indicado,False,True,True,False,True,True,False,True,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",1981.0,Entreplanta exterior,710.0,5.0,norte,40.4262741,-3.7009067
5665,1850000,2833,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,8,"Fuencarral, Madrid",2001.0,Entreplanta exterior,653.0,7.0,norte,40.4262741,-3.7009067
5666,1095000,2677,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,7,"Fuencarral, Madrid",2004.0,Entreplanta exterior,409.0,6.0,norte,40.4262741,-3.7009067
5667,885000,3266,en trámite,False,True,True,False,True,True,False,False,HouseType 2: Casa o chalet,False,True,False,False,4,"Fuencarral, Madrid",1985.0,Entreplanta exterior,271.0,4.0,norte,40.4262741,-3.7009067
5668,130000,2031,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,True,3,"Peñagrande, Madrid",1976.0,Bajo,64.0,1.0,norte,40.4789641,-3.7258417
5669,155000,2385,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,2,"Peñagrande, Madrid",1967.0,4,65.0,1.0,norte,40.4789641,-3.7258417
5670,175000,2692,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Peñagrande, Madrid",1987.0,Bajo,65.0,1.0,norte,40.4789641,-3.7258417
5671,285000,3000,A,False,False,False,True,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,1,95.0,1.0,norte,40.4789641,-3.7258417
5672,567076,5969,no indicado,False,False,False,False,False,True,False,True,HouseType 1: Pisos,False,True,False,False,3,"Peñagrande, Madrid",1987.0,Entreplanta exterior,95.0,2.0,norte,40.4789641,-3.7258417
5673,190000,3167,no indicado,False,True,False,True,False,False,True,False,HouseType 1: Pisos,False,False,False,False,2,"Peñagrande, Madrid",1987.0,3,60.0,1.0,norte,40.4789641,-3.7258417
5674,199900,2856,en trámite,False,False,False,True,False,False,True,False,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1967.0,Bajo,70.0,1.0,norte,40.4789641,-3.7258417
5675,160000,2286,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,Bajo,70.0,1.0,norte,40.4789641,-3.7258417
5676,230000,3286,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,True,False,False,False,3,"Peñagrande, Madrid",1970.0,2,70.0,1.0,norte,40.4789641,-3.7258417
5677,200000,3279,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,3,61.0,1.0,norte,40.4789641,-3.7258417
5678,501314,6114,no indicado,False,False,False,False,False,True,False,True,HouseType 1: Pisos,False,False,False,False,2,"Peñagrande, Madrid",1987.0,1,82.0,2.0,norte,40.4789641,-3.7258417
5679,225000,2744,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1970.0,3,82.0,1.0,norte,40.4789641,-3.7258417
5680,240000,3200,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Peñagrande, Madrid",1977.0,1,75.0,1.0,norte,40.4789641,-3.7258417
5681,320000,4267,en trámite,False,True,False,True,True,True,False,True,HouseType 1: Pisos,True,False,False,False,2,"Peñagrande, Madrid",1986.0,6,75.0,1.0,norte,40.4789641,-3.7258417
5682,619111,6879,no indicado,False,False,False,False,False,True,False,True,HouseType 1: Pisos,False,False,False,False,2,"Peñagrande, Madrid",1987.0,4,90.0,2.0,norte,40.4789641,-3.7258417
5683,543372,6037,no indicado,False,False,False,False,False,True,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,1,90.0,2.0,norte,40.4789641,-3.7258417
5684,249000,3507,en trámite,False,True,False,True,False,False,False,False,HouseType 1: Pisos,True,False,False,False,1,"Peñagrande, Madrid",1987.0,2,71.0,1.0,norte,40.4789641,-3.7258417
5685,440000,3667,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,4,"Peñagrande, Madrid",1988.0,8,120.0,2.0,norte,40.4789641,-3.7258417
5686,460000,3833,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,True,False,False,False,3,"Peñagrande, Madrid",1985.0,3,120.0,2.0,norte,40.4789641,-3.7258417
5687,440000,3667,no indicado,False,True,False,True,True,True,False,True,HouseType 1: Pisos,False,False,False,True,4,"Peñagrande, Madrid",1977.0,8,120.0,2.0,norte,40.4789641,-3.7258417
5688,497900,4149,en trámite,True,True,False,True,False,True,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,3,120.0,2.0,norte,40.4789641,-3.7258417
5689,527000,4392,no indicado,True,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,8,120.0,2.0,norte,40.4789641,-3.7258417
5690,395000,3292,en trámite,False,False,False,False,False,False,True,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1968.0,1,120.0,2.0,norte,40.4789641,-3.7258417
5691,240000,3288,no indicado,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1970.0,1,73.0,1.0,norte,40.4789641,-3.7258417
5692,240000,3000,no indicado,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,8,80.0,1.0,norte,40.4789641,-3.7258417
5693,260000,3250,no indicado,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,Bajo,80.0,2.0,norte,40.4789641,-3.7258417
5694,229000,2862,C,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,3,"Peñagrande, Madrid",1987.0,1,80.0,1.0,norte,40.4789641,-3.7258417
5695,275000,3438,en trámite,False,True,False,False,False,False,True,False,HouseType 1: Pisos,True,False,False,False,3,"Peñagrande, Madrid",1976.0,3,80.0,1.0,norte,40.4789641,-3.7258417
5696,583000,4779,B,False,False,False,True,True,True,True,False,HouseType 1: Pisos,False,False,False,False,3,"Peñagrande, Madrid",1987.0,1,122.0,2.0,norte,40.4789641,-3.7258417
5697,480000,4660,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,2,"Peñagrande, Madrid",2006.0,4,103.0,2.0,norte,40.4789641,-3.7258417
