,precio_compra,precio_compra_por_m2,cee,balcon,armarios_empotrados,jardin,zonas_verdes,estacionamiento,pileta,trastero,terraza,tipo_inmueble,accesible,exterior,bajo,necesita_reforma,habitaciones,ubicacion,annio_construccion,piso,metros_cuadrados,bannos,zona,latitud,longitud
0,85000,1328,D,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1960.0,3,64.0,1.0,sur,40.3433537,-3.6878175
1,72000,1125,F,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,3,64.0,1.0,sur,40.3433537,-3.6878175
2,76000,1188,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,1,64.0,1.0,sur,40.3433537,-3.6878175
3,110000,1719,E,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,2,64.0,1.0,sur,40.3433537,-3.6878175
4,94000,1446,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,65.0,1.0,sur,40.3433537,-3.6878175
5,110000,1692,E,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1962.0,2,65.0,1.0,sur,40.3433537,-3.6878175
6,120000,1846,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,True,False,False,3,"San Cristóbal, Madrid",1968.0,Entreplanta exterior,65.0,1.0,sur,40.3433537,-3.6878175
7,120000,1846,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,65.0,1.0,sur,40.3433537,-3.6878175
8,108000,1662,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,65.0,1.0,sur,40.3433537,-3.6878175
9,95000,1462,G,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,2,65.0,1.0,sur,40.3433537,-3.6878175
10,104900,1589,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,66.0,1.0,sur,40.3433537,-3.6878175
11,88000,1333,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,66.0,1.0,sur,40.3433537,-3.6878175
12,96000,1455,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,2,66.0,1.0,sur,40.3433537,-3.6878175
13,88000,1333,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,66.0,1.0,sur,40.3433537,-3.6878175
14,100000,1351,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,74.0,1.0,sur,40.3433537,-3.6878175
15,107000,1551,en trámite,False,False,False,False,False,False,True,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1961.0,4,69.0,1.0,sur,40.3433537,-3.6878175
16,85900,1245,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,4,"San Cristóbal, Madrid",1968.0,3,69.0,1.0,sur,40.3433537,-3.6878175
17,184000,1937,en trámite,False,True,False,False,False,False,True,False,HouseType 1: Pisos,True,False,False,False,2,"San Cristóbal, Madrid",2011.0,5,95.0,2.0,sur,40.3433537,-3.6878175
18,73000,1217,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1960.0,5,60.0,1.0,sur,40.3433537,-3.6878175
19,74550,1242,no indicado,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,2,60.0,1.0,sur,40.3433537,-3.6878175
20,95000,1583,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,3,60.0,1.0,sur,40.3433537,-3.6878175
21,120000,2000,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,True,False,False,3,"San Cristóbal, Madrid",1968.0,Entreplanta exterior,60.0,1.0,sur,40.3433537,-3.6878175
22,140000,2333,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,60.0,1.0,sur,40.3433537,-3.6878175
23,145000,2417,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,60.0,1.0,sur,40.3433537,-3.6878175
24,75000,1250,E,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,4,"San Cristóbal, Madrid",1960.0,5,60.0,1.0,sur,40.3433537,-3.6878175
25,105000,1750,en trámite,False,True,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,60.0,1.0,sur,40.3433537,-3.6878175
26,70000,1167,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,Bajo,60.0,1.0,sur,40.3433537,-3.6878175
27,66000,1100,F,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,6,60.0,1.0,sur,40.3433537,-3.6878175
28,70000,1167,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1960.0,5,60.0,1.0,sur,40.3433537,-3.6878175
29,110000,1833,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,1,60.0,1.0,sur,40.3433537,-3.6878175
30,68260,1138,F,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1966.0,1,60.0,1.0,sur,40.3433537,-3.6878175
31,130000,2167,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,2,"San Cristóbal, Madrid",1968.0,Bajo,60.0,1.0,sur,40.3433537,-3.6878175
32,82260,1306,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,2,"San Cristóbal, Madrid",1968.0,2,63.0,1.0,sur,40.3433537,-3.6878175
33,82000,1302,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,4,63.0,1.0,sur,40.3433537,-3.6878175
34,102000,1619,no indicado,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,2,"San Cristóbal, Madrid",1962.0,1,63.0,1.0,sur,40.3433537,-3.6878175
35,119000,1889,en trámite,False,True,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,5,63.0,1.0,sur,40.3433537,-3.6878175
36,69900,1110,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,63.0,1.0,sur,40.3433537,-3.6878175
37,99000,1414,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,3,70.0,1.0,sur,40.3433537,-3.6878175
38,142500,2036,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,70.0,1.0,sur,40.3433537,-3.6878175
39,85000,1214,no indicado,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,1,70.0,1.0,sur,40.3433537,-3.6878175
40,95000,1357,B,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,70.0,1.0,sur,40.3433537,-3.6878175
41,97000,1386,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,5,70.0,1.0,sur,40.3433537,-3.6878175
42,108000,1543,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,70.0,1.0,sur,40.3433537,-3.6878175
43,97500,1393,F,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,1,70.0,1.0,sur,40.3433537,-3.6878175
44,120000,1714,E,False,False,False,False,False,False,False,True,HouseType 1: Pisos,True,False,False,False,3,"San Cristóbal, Madrid",1970.0,3,70.0,1.0,sur,40.3433537,-3.6878175
45,83900,1234,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,68.0,1.0,sur,40.3433537,-3.6878175
46,88000,1294,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,68.0,1.0,sur,40.3433537,-3.6878175
47,94000,1382,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,68.0,1.0,sur,40.3433537,-3.6878175
48,88000,1294,no indicado,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,1,68.0,1.0,sur,40.3433537,-3.6878175
49,120000,1765,no indicado,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,2,"San Cristóbal, Madrid",1968.0,8,68.0,1.0,sur,40.3433537,-3.6878175
50,59000,1967,E,False,False,False,True,False,False,False,False,HouseType 1: Pisos,True,False,False,False,1,"San Cristóbal, Madrid",1960.0,Bajo,30.0,1.0,sur,40.3433537,-3.6878175
51,111000,1337,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"San Cristóbal, Madrid",1960.0,1,83.0,2.0,sur,40.3433537,-3.6878175
52,99900,1204,E,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,1,83.0,2.0,sur,40.3433537,-3.6878175
53,89000,1459,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,4,61.0,1.0,sur,40.3433537,-3.6878175
54,95000,1557,no indicado,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,5,61.0,1.0,sur,40.3433537,-3.6878175
55,95900,2283,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,4,"San Cristóbal, Madrid",1968.0,Bajo,42.0,1.0,sur,40.3433537,-3.6878175
56,95900,2283,E,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,True,False,False,4,"San Cristóbal, Madrid",1968.0,Entreplanta exterior,42.0,1.0,sur,40.3433537,-3.6878175
57,83900,1023,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,3,82.0,1.0,sur,40.3433537,-3.6878175
58,168000,1292,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,4,"San Cristóbal, Madrid",1968.0,2,130.0,2.0,sur,40.3433537,-3.6878175
59,110000,1447,G,False,False,False,True,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,2,76.0,1.0,sur,40.3433537,-3.6878175
60,109492,1441,G,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,True,False,False,2,"San Cristóbal, Madrid",1968.0,Entreplanta exterior,76.0,1.0,sur,40.3433537,-3.6878175
61,109491,1441,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1968.0,2,76.0,1.0,sur,40.3433537,-3.6878175
62,155000,2067,no indicado,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,75.0,1.0,sur,40.3433537,-3.6878175
63,139000,1544,no indicado,False,True,False,False,False,False,True,False,HouseType 1: Pisos,True,False,False,False,3,"San Cristóbal, Madrid",2008.0,5,90.0,2.0,sur,40.3433537,-3.6878175
64,100000,1408,B,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,5,71.0,1.0,sur,40.3433537,-3.6878175
65,93000,1500,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,True,False,False,2,"San Cristóbal, Madrid",1968.0,Entreplanta exterior,62.0,1.0,sur,40.3433537,-3.6878175
66,108000,1742,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,2,62.0,1.0,sur,40.3433537,-3.6878175
67,93000,1500,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"San Cristóbal, Madrid",1960.0,2,62.0,1.0,sur,40.3433537,-3.6878175
68,173000,1442,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,4,"San Cristóbal, Madrid",1968.0,1,120.0,2.0,sur,40.3433537,-3.6878175
69,79900,1095,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,4,73.0,1.0,sur,40.3433537,-3.6878175
70,109000,1912,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1968.0,3,57.0,1.0,sur,40.3433537,-3.6878175
71,130000,1625,E,True,True,False,False,False,False,True,True,HouseType 1: Pisos,True,False,False,False,3,"San Cristóbal, Madrid",2011.0,4,80.0,2.0,sur,40.3433537,-3.6878175
72,78000,1393,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"San Cristóbal, Madrid",1960.0,1,56.0,1.0,sur,40.3433537,-3.6878175
73,159000,1303,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,4,"San Cristóbal, Madrid",1965.0,8,122.0,2.0,sur,40.3433537,-3.6878175
74,104000,1625,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,5,64.0,1.0,sur,40.3562217,-3.6996388
75,150000,2344,no indicado,False,False,False,True,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,2,64.0,1.0,sur,40.3562217,-3.6996388
76,109000,1677,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,2,"Los Ángeles, Madrid",1950.0,Bajo,65.0,1.0,sur,40.3562217,-3.6996388
77,125000,1923,no indicado,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1972.0,8,65.0,1.0,sur,40.3562217,-3.6996388
78,85000,1308,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1965.0,5,65.0,1.0,sur,40.3562217,-3.6996388
79,139000,1878,no indicado,False,True,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,74.0,1.0,sur,40.3562217,-3.6996388
80,198000,2084,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,4,"Los Ángeles, Madrid",1966.0,7,95.0,2.0,sur,40.3562217,-3.6996388
81,175000,1842,no indicado,False,False,False,False,True,False,False,True,HouseType 1: Pisos,True,True,False,False,4,"Los Ángeles, Madrid",1970.0,Entreplanta exterior,95.0,1.0,sur,40.3562217,-3.6996388
82,164242,2737,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,Bajo,60.0,2.0,sur,40.3562217,-3.6996388
83,123000,2050,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,1,"Los Ángeles, Madrid",1971.0,Bajo,60.0,1.0,sur,40.3562217,-3.6996388
84,129900,1856,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1966.0,4,70.0,1.0,sur,40.3562217,-3.6996388
85,119000,1700,en trámite,False,False,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1961.0,5,70.0,1.0,sur,40.3562217,-3.6996388
86,125000,1838,no indicado,False,True,False,True,False,False,False,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,4,68.0,1.0,sur,40.3562217,-3.6996388
87,99900,1469,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,True,False,False,2,"Los Ángeles, Madrid",1969.0,Entreplanta exterior,68.0,1.0,sur,40.3562217,-3.6996388
88,147000,1771,en trámite,False,False,False,False,True,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1966.0,8,83.0,1.0,sur,40.3562217,-3.6996388
89,125000,2049,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,61.0,1.0,sur,40.3562217,-3.6996388
90,108000,1770,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,61.0,1.0,sur,40.3562217,-3.6996388
91,270000,3293,no indicado,False,True,False,True,True,True,True,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,6,82.0,2.0,sur,40.3562217,-3.6996388
92,163000,1988,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1972.0,2,82.0,1.0,sur,40.3562217,-3.6996388
93,133000,1622,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1962.0,6,82.0,1.0,sur,40.3562217,-3.6996388
94,108000,1421,F,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,True,False,False,3,"Los Ángeles, Madrid",1969.0,Entreplanta exterior,76.0,1.0,sur,40.3562217,-3.6996388
95,198307,2609,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,True,False,False,3,"Los Ángeles, Madrid",1969.0,Entreplanta exterior,76.0,2.0,sur,40.3562217,-3.6996388
96,196541,2586,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,76.0,2.0,sur,40.3562217,-3.6996388
97,110000,1467,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,5,75.0,1.0,sur,40.3562217,-3.6996388
98,113000,1507,en trámite,False,True,False,True,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1971.0,4,75.0,1.0,sur,40.3562217,-3.6996388
99,140000,1867,en trámite,False,True,False,False,False,False,True,False,HouseType 1: Pisos,True,True,False,False,3,"Los Ángeles, Madrid",1970.0,Entreplanta exterior,75.0,1.0,sur,40.3562217,-3.6996388
100,195000,2167,en trámite,False,False,False,False,False,False,True,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1985.0,2,90.0,2.0,sur,40.3562217,-3.6996388
101,208000,2311,no indicado,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,90.0,1.0,sur,40.3562217,-3.6996388
102,165000,1833,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,4,"Los Ángeles, Madrid",1972.0,Bajo,90.0,1.0,sur,40.3562217,-3.6996388
103,111113,1792,F,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,5,62.0,1.0,sur,40.3562217,-3.6996388
104,128000,2065,G,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,6,62.0,1.0,sur,40.3562217,-3.6996388
105,195000,1625,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1962.0,2,120.0,1.0,sur,40.3562217,-3.6996388
106,115000,1575,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,True,False,False,3,"Los Ángeles, Madrid",1969.0,Entreplanta exterior,73.0,1.0,sur,40.3562217,-3.6996388
107,165000,2062,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1977.0,3,80.0,1.0,sur,40.3562217,-3.6996388
108,182000,2275,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1974.0,3,80.0,1.0,sur,40.3562217,-3.6996388
109,115000,1438,en trámite,False,True,False,True,False,False,True,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,3,80.0,1.0,sur,40.3562217,-3.6996388
110,95000,1188,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,1,80.0,1.0,sur,40.3562217,-3.6996388
111,150000,1875,no indicado,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,80.0,1.0,sur,40.3562217,-3.6996388
112,205000,1881,E,False,True,False,False,False,False,True,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1983.0,3,109.0,2.0,sur,40.3562217,-3.6996388
113,146700,1881,G,False,True,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,4,"Los Ángeles, Madrid",1969.0,2,78.0,1.0,sur,40.3562217,-3.6996388
114,130700,1676,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1960.0,Bajo,78.0,1.0,sur,40.3562217,-3.6996388
115,129900,1665,G,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,True,False,True,3,"Los Ángeles, Madrid",1966.0,Entreplanta exterior,78.0,1.0,sur,40.3562217,-3.6996388
116,171900,1669,en trámite,False,False,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,4,"Los Ángeles, Madrid",1969.0,1,103.0,2.0,sur,40.3562217,-3.6996388
117,179000,1657,en trámite,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1978.0,4,108.0,2.0,sur,40.3562217,-3.6996388
118,156000,1444,en trámite,False,False,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,4,"Los Ángeles, Madrid",1969.0,2,108.0,2.0,sur,40.3562217,-3.6996388
119,159900,1738,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1962.0,6,92.0,1.0,sur,40.3562217,-3.6996388
120,163000,1772,en trámite,False,False,False,False,False,False,True,False,HouseType 1: Pisos,False,False,False,False,4,"Los Ángeles, Madrid",1969.0,5,92.0,1.0,sur,40.3562217,-3.6996388
121,136400,2526,E,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,True,False,False,2,"Los Ángeles, Madrid",1969.0,Entreplanta exterior,54.0,1.0,sur,40.3562217,-3.6996388
122,71000,1315,G,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1966.0,Bajo,54.0,1.0,sur,40.3562217,-3.6996388
123,71000,1315,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1965.0,Bajo,54.0,1.0,sur,40.3562217,-3.6996388
124,148000,2741,no indicado,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,3,54.0,1.0,sur,40.3562217,-3.6996388
125,164513,2788,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,3,59.0,2.0,sur,40.3562217,-3.6996388
126,164416,2787,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,1,59.0,2.0,sur,40.3562217,-3.6996388
127,90000,1525,G,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,3,"Los Ángeles, Madrid",1966.0,2,59.0,1.0,sur,40.3562217,-3.6996388
128,165435,2852,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,2,"Los Ángeles, Madrid",1969.0,4,58.0,2.0,sur,40.3562217,-3.6996388
129,202629,2565,no indicado,False,True,False,True,True,True,True,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,1,79.0,2.0,sur,40.3562217,-3.6996388
130,129900,1644,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,4,"Los Ángeles, Madrid",1972.0,4,79.0,1.0,sur,40.3562217,-3.6996388
131,165000,1650,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,True,False,False,False,4,"Los Ángeles, Madrid",1969.0,Bajo,100.0,1.0,sur,40.3562217,-3.6996388
132,165000,1650,A,False,True,False,True,False,False,False,True,HouseType 1: Pisos,False,False,False,False,4,"Los Ángeles, Madrid",1969.0,1,100.0,1.0,sur,40.3562217,-3.6996388
133,142000,1420,no indicado,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,Bajo,100.0,1.0,sur,40.3562217,-3.6996388
134,178000,1780,en trámite,False,True,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,4,100.0,1.0,sur,40.3562217,-3.6996388
135,185000,1850,E,False,True,False,False,False,False,False,True,HouseType 1: Pisos,True,False,False,False,3,"Los Ángeles, Madrid",1965.0,4,100.0,2.0,sur,40.3562217,-3.6996388
136,210000,2188,en trámite,False,True,False,True,True,True,True,True,HouseType 1: Pisos,True,False,False,False,2,"Los Ángeles, Madrid",2001.0,7,96.0,2.0,sur,40.3562217,-3.6996388
137,170000,1771,no indicado,False,True,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,4,"Los Ángeles, Madrid",1966.0,7,96.0,2.0,sur,40.3562217,-3.6996388
138,159000,1656,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,False,False,False,True,4,"Los Ángeles, Madrid",1966.0,6,96.0,1.0,sur,40.3562217,-3.6996388
139,225000,2206,en trámite,False,False,False,False,False,False,False,True,HouseType 1: Pisos,True,False,False,False,3,"Los Ángeles, Madrid",1969.0,5,102.0,2.0,sur,40.3562217,-3.6996388
140,245000,2402,en trámite,False,False,False,False,True,False,False,True,HouseType 1: Pisos,True,False,False,False,3,"Los Ángeles, Madrid",1969.0,5,102.0,2.0,sur,40.3562217,-3.6996388
141,210000,2059,E,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1981.0,2,102.0,2.0,sur,40.3562217,-3.6996388
142,91000,1655,en trámite,False,False,False,False,False,False,False,False,HouseType 1: Pisos,False,False,False,False,3,"Los Ángeles, Madrid",1969.0,2,55.0,1.0,sur,40.3562217,-3.6996388
