folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,cd,periodo,sexo,edad,nivel,anio,cond_activ,p1,p2,p3,p3_8esp,p4,p4_8esp,p5,p6,p6_8esp,p7,p8,p9,p10,p11,p11_8esp,p12_1,p12_2,p12_3,p12_4,p13,p13_8esp,p14,p14_8esp,p15,p16,p17,p18,p18_8esp,obs,tipracsem,actfis,factor,upm_dis,est_dis
11B213,1,40003,4,1,0,1,14,1122,2,65,2,6,7,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,0,4,4,,7,,1,1,1,0,,,90,12,7381,1,2
11B213,1,40003,3,1,0,2,14,1122,2,44,3,3,7,2,1,2,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32378,1,2
11B213,1,40003,1,1,0,1,14,1122,1,53,3,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6385,1,2
11B213,1,40003,2,1,0,1,14,1122,1,29,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8624,1,2
12A204,1,40005,3,1,0,1,14,1122,1,55,7,5,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34576,2,3
12A204,1,40005,4,1,0,1,14,1122,2,52,8,2,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17188,2,3
12A204,1,40005,2,1,0,1,14,1122,2,29,7,5,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,3,0,4,,7,,1,1,2,0,,,90,12,21638,2,3
12A204,1,40005,1,1,0,1,14,1122,1,57,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25932,2,3
12A207,1,40007,1,1,0,1,14,1122,1,53,3,3,1,1,0,0,,0,,0,0,,2,4,60,1,1,,0,0,0,4,4,,7,,1,1,2,0,,,240,11,15694,3,3
12A207,1,40007,3,1,0,2,14,1122,2,35,3,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21221,3,3
12A207,1,40007,4,1,0,1,14,1122,1,52,6,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,20925,3,3
12A207,1,40007,2,1,0,2,14,1122,2,73,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12093,3,3
11A218,1,40029,1,1,0,1,14,1122,2,39,3,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14509,4,2
11A218,1,40029,4,1,0,1,14,1122,2,34,3,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25677,4,2
11A218,1,40029,3,1,0,1,14,1122,1,62,2,2,8,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20515,4,2
11A218,1,40029,2,1,0,4,14,1122,1,41,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34489,4,2
12B213,1,40034,4,1,0,2,14,1122,2,22,7,4,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,54727,5,3
12B213,1,40034,2,1,0,1,14,1122,1,53,7,5,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14875,5,3
12B213,1,40034,1,1,0,2,14,1122,2,56,4,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19536,5,3
12B213,1,40034,3,1,0,1,14,1122,1,35,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17929,5,3
12A218,1,40095,2,1,0,2,14,1122,2,56,7,5,1,2,1,3,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16825,6,3
12A218,1,40095,3,1,0,1,14,1122,1,65,7,5,8,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21038,6,3
12A218,1,40095,4,1,0,1,14,1122,2,40,6,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6496,6,3
12A218,1,40095,1,1,0,1,14,1122,2,72,2,6,7,1,0,0,,0,,0,0,,2,5,3,1,1,,0,0,0,4,4,,7,,1,1,1,0,,,9,12,7404,6,3
12A205,1,40165,2,1,0,2,14,1122,2,40,3,3,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22022,7,3
12A205,1,40165,3,1,0,1,14,1122,2,42,2,6,1,1,0,0,,0,,0,0,,2,5,60,1,1,,0,0,0,4,3,,7,,1,1,2,0,,,180,11,14681,7,3
12A205,1,40165,4,1,0,3,14,1122,1,22,4,3,1,1,0,0,,0,,0,0,,1,6,90,2,1,,1,0,0,0,1,,7,,3,1,2,0,,,180,12,35495,7,3
12A205,1,40165,1,1,0,2,14,1122,2,27,7,4,1,1,0,0,,0,,0,0,,2,3,60,1,2,,0,0,0,4,2,,7,,1,1,2,0,,,300,11,25981,7,3
12B211,1,40188,4,1,0,2,14,1122,2,48,3,3,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,0,4,3,,2,,2,2,0,0,,,90,12,13461,8,3
12B211,1,40188,3,1,0,1,14,1122,2,60,7,5,8,1,0,0,,0,,0,0,,2,3,60,1,1,,1,0,0,0,4,,7,,1,2,0,0,,,300,11,12400,8,3
12B211,1,40188,1,1,0,1,14,1122,1,38,4,3,1,1,0,0,,0,,0,0,,3,4,60,2,2,,0,0,3,0,3,,7,,1,1,1,0,,,240,11,17070,8,3
12B211,1,40188,2,1,0,1,14,1122,1,29,3,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,28694,8,3
13A206,1,40294,4,1,0,1,14,1122,1,47,9,2,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17807,9,4
13A206,1,40294,3,1,0,1,14,1122,1,43,4,3,1,1,0,0,,0,,0,0,,2,5,60,1,2,,0,2,0,0,4,,7,,1,1,1,0,,,180,11,32195,9,4
11A206,1,40324,1,1,0,1,14,1122,2,61,2,6,7,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16711,10,2
11A206,1,40324,3,1,0,1,14,1122,1,42,4,1,1,1,0,0,,0,,0,0,,1,6,60,1,1,,1,0,0,0,1,,3,,3,1,1,0,,,120,12,15337,10,2
11A206,1,40324,2,1,0,2,14,1122,2,65,2,6,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14707,10,2
11A206,1,40324,4,1,0,1,14,1122,1,28,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17186,10,2
11B212,1,40350,1,1,0,1,14,1122,1,87,2,2,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7303,11,2
11B212,1,40350,2,1,0,2,14,1122,2,55,2,6,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,29203,11,2
11B212,1,40350,3,1,0,2,14,1122,1,45,2,6,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26684,11,2
11B212,1,40350,4,1,0,3,14,1122,2,50,2,6,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,25361,11,2
13B212,1,40355,1,1,0,1,14,1122,2,73,7,5,8,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32968,12,4
13B212,1,40355,2,1,0,2,14,1122,2,54,7,5,1,2,1,2,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,36145,12,4
13B212,1,40355,3,1,0,2,14,1122,1,35,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22919,12,4
13B212,1,40355,4,1,0,2,14,1122,2,21,7,1,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,41974,12,4
11A207,2,40007,2,1,0,1,21,1122,2,35,2,6,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7033,13,2
11A207,2,40007,3,1,0,1,21,1122,1,35,4,3,1,1,0,0,,0,,0,0,,1,6,40,1,1,,0,0,3,0,1,,7,,3,2,0,0,,,80,12,16717,13,2
11A204,2,40034,3,1,0,2,21,1122,1,42,3,2,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25194,14,2
11A204,2,40034,4,1,0,2,21,1122,2,46,3,3,2,2,2,0,,2,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,13244,14,2
11A204,2,40034,1,1,0,3,21,1122,2,25,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25008,14,2
12A207,2,40043,2,1,0,3,21,1122,1,26,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,25600,15,3
12A207,2,40043,3,1,0,2,21,1122,1,22,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,41310,15,3
12A207,2,40043,4,1,0,2,21,1122,2,23,4,3,1,1,0,0,,0,,0,0,,2,5,60,1,2,,0,0,3,0,1,,7,,2,2,0,0,,,180,11,27894,15,3
12A207,2,40043,1,1,0,2,21,1122,2,52,3,3,7,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12010,15,3
13A204,2,40099,2,1,0,1,21,1122,1,74,7,5,1,1,0,0,,0,,0,0,,2,4,60,1,2,,0,0,0,4,3,,7,,3,2,0,0,,,240,11,39375,16,4
13A204,2,40099,4,1,0,3,21,1122,1,47,7,5,1,1,0,0,,0,,0,0,,2,4,40,1,2,,1,0,0,0,1,,7,,3,2,0,0,,,160,11,89918,16,4
13A204,2,40099,3,1,0,2,21,1122,2,63,8,2,1,1,0,0,,0,,0,0,,2,6,60,1,1,,0,2,0,0,4,,7,,2,2,0,0,,,120,12,47236,16,4
11B213,2,40101,1,1,0,1,21,1122,1,25,3,3,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,21359,17,2
11B213,2,40101,4,1,0,1,21,1122,1,24,4,3,1,1,0,0,,0,,0,0,,1,6,180,1,1,,0,0,3,0,1,,5,,3,1,1,0,,,360,12,25849,17,2
11B213,2,40101,2,1,0,2,21,1122,2,59,0,,3,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13846,17,2
11B213,2,40101,3,1,0,2,21,1122,2,51,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,30062,17,2
11A218,2,40124,4,1,0,1,21,1122,2,33,3,3,1,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,9717,18,2
11A218,2,40124,3,1,0,1,21,1122,1,25,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21939,18,2
13B213,2,40134,4,1,0,1,21,1122,1,40,7,4,1,2,2,0,,7,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,31130,19,4
13A218,2,40161,2,1,0,1,21,1122,2,43,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,29061,20,4
13A218,2,40161,3,1,0,1,21,1122,1,46,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19104,20,4
13A218,2,40161,1,1,0,3,21,1122,1,38,8,1,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,46053,20,4
12B211,2,40191,3,1,0,1,21,1122,2,26,3,3,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,5734,21,3
12B211,2,40191,4,1,0,1,21,1122,1,68,7,5,8,2,1,1,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15740,21,3
11B211,2,40255,1,1,0,1,21,1122,1,36,3,3,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,5640,22,2
11B211,2,40255,4,1,0,2,21,1122,2,28,2,6,7,1,0,0,,0,,0,0,,2,3,90,2,2,,1,0,0,0,4,,7,,1,2,0,0,,,450,11,11197,22,2
11B211,2,40255,3,1,1,1,21,1122,2,42,3,3,1,2,1,7,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,4745,22,2
11B211,2,40255,2,1,0,2,21,1122,1,71,3,3,8,2,1,2,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20490,22,2
12A205,2,40259,3,1,0,2,21,1122,2,37,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12964,23,3
12A205,2,40259,4,1,0,2,21,1122,2,27,7,3,1,1,0,0,,0,,0,0,,2,3,60,1,2,,1,0,0,0,2,,7,,1,2,0,0,,,300,11,30589,23,3
12A205,2,40259,2,1,0,2,21,1122,1,22,4,3,1,1,0,0,,0,,0,0,,3,3,60,1,2,,0,0,0,4,4,,7,,3,9,0,0,,,300,11,31342,23,3
12A205,2,40259,1,1,0,1,21,1122,1,44,7,5,1,1,0,0,,0,,0,0,,2,3,60,1,2,,1,0,0,0,4,,7,,1,1,1,0,,,300,11,15408,23,3
11A205,2,40260,2,1,0,2,21,1122,2,51,7,5,1,1,0,0,,0,,0,0,,2,5,30,1,5,,1,0,0,0,3,,7,,1,2,0,0,,,90,12,33743,24,2
11A205,2,40260,4,1,0,1,21,1122,1,63,2,3,8,1,0,0,,0,,0,0,,2,3,30,1,1,,1,0,0,0,4,,6,,1,2,0,0,,,150,11,6788,24,2
11A205,2,40260,1,1,1,2,21,1122,2,57,3,3,7,2,1,7,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12433,24,2
11A205,2,40260,3,1,0,1,21,1122,2,85,2,4,7,1,0,0,,0,,0,0,,2,5,15,1,5,,1,0,0,0,1,,7,,1,1,2,0,,,45,12,8207,24,2
12B212,2,40382,2,1,0,2,21,1122,2,58,3,3,7,2,1,7,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17382,25,3
12B212,2,40382,4,1,0,1,21,1122,1,36,7,4,1,1,0,0,,0,,0,0,,2,5,30,1,5,,1,0,0,0,2,,7,,1,1,2,0,,,90,12,15953,25,3
12A206,2,40391,2,1,0,1,21,1122,2,43,8,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,30499,26,3
12A206,2,40391,1,1,0,2,21,1122,2,32,7,3,7,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,35982,26,3
12A204,3,40002,3,1,1,1,40,1122,1,24,7,2,1,1,0,0,,0,,0,0,,2,3,40,2,1,,0,2,0,0,4,,7,,1,1,1,0,,,200,11,10351,27,3
12A204,3,40002,2,1,0,1,40,1122,1,56,7,2,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12107,27,3
12A204,3,40002,1,1,0,2,40,1122,2,65,7,5,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14639,27,3
13B213,3,40033,1,1,0,1,40,1122,2,44,7,4,1,1,0,0,,0,,0,0,,1,1,30,2,1,,0,2,0,0,1,,7,,1,1,2,0,,,210,11,9503,28,4
13B213,3,40033,2,1,0,1,40,1122,1,44,2,6,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,22589,28,4
13B213,3,40033,4,1,0,1,40,1122,1,48,4,3,1,1,0,0,,0,,0,0,,2,2,30,1,1,,1,0,0,0,4,,7,,1,1,2,0,,,180,11,9371,28,4
13B213,3,40033,3,1,0,2,40,1122,1,42,4,3,1,1,0,0,,0,,0,0,,1,5,48,2,1,,0,0,3,0,1,,3,,3,1,2,0,,,144,11,22589,28,4
12A218,3,40082,1,1,0,2,40,1122,2,53,3,2,7,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,7,,1,2,0,0,,,240,11,17799,29,3
12A218,3,40082,3,1,0,1,40,1122,2,36,4,3,1,1,0,0,,0,,0,0,,2,4,40,1,1,,1,0,0,0,3,,7,,1,1,2,0,,,160,11,9495,29,3
12A218,3,40082,4,1,0,1,40,1122,2,37,3,3,1,1,0,0,,0,,0,0,,2,3,60,2,2,,1,0,0,0,2,,7,,1,1,2,0,,,300,11,18991,29,3
12A218,3,40082,2,1,0,2,40,1122,2,26,7,2,7,1,0,0,,0,,0,0,,2,5,35,1,1,,0,2,0,0,2,,3,,3,1,2,0,,,105,12,22406,29,3
12A207,3,40106,3,1,0,1,40,1122,1,77,2,6,8,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,15879,30,3
12A207,3,40106,2,1,1,1,40,1122,1,22,7,4,6,1,0,0,,0,,0,0,,1,4,60,2,3,,0,2,0,0,3,,7,,1,1,2,0,,,240,11,11854,30,3
12A205,3,40170,3,1,0,1,40,1122,1,35,7,4,1,1,0,0,,0,,0,0,,3,1,120,1,2,,1,0,0,0,2,,7,,3,2,0,0,,,840,11,11103,31,3
12A205,3,40170,1,1,0,1,40,1122,1,35,7,4,1,1,0,0,,0,,0,0,,2,7,60,1,1,,0,0,3,0,1,,2,,2,2,0,0,,,60,12,22205,31,3
12A205,3,40170,4,1,0,1,40,1122,2,58,8,2,1,1,0,0,,0,,0,0,,2,1,60,2,1,,1,0,0,0,2,,7,,1,1,1,0,,,420,11,8065,31,3
12A205,3,40170,2,1,0,1,40,1122,2,51,8,1,1,1,0,0,,0,,0,0,,2,1,60,1,1,,0,0,0,4,1,,7,,1,1,1,0,,,420,11,8755,31,3
11B212,3,40192,1,1,1,1,40,1122,2,22,4,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20292,32,2
11B212,3,40192,3,1,0,3,40,1122,2,38,7,5,1,1,0,0,,0,,0,0,,2,5,45,2,5,,0,0,3,0,3,,7,,1,2,0,0,,,135,11,27968,32,2
11B212,3,40192,4,1,0,1,40,1122,2,37,7,5,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6992,32,2
11B212,3,40192,2,1,0,1,40,1122,2,21,7,2,6,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20292,32,2
12B211,3,40249,3,1,0,1,40,1122,2,37,6,2,1,2,1,8,POR LA PANDEMIA,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7327,33,3
12B211,3,40249,1,1,0,1,40,1122,1,27,7,4,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19518,33,3
12B211,3,40249,2,1,0,1,40,1122,1,21,4,3,1,1,0,0,,0,,0,0,,2,4,60,2,1,,0,0,3,0,1,,3,,3,1,1,0,,,240,11,23621,33,3
12B211,3,40249,4,1,0,1,40,1122,1,41,3,3,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,17418,33,3
13A206,3,40283,3,1,0,1,40,1122,1,81,8,2,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,11144,34,4
13A206,3,40283,2,1,0,1,40,1122,1,37,8,2,1,1,0,0,,0,,0,0,,2,3,60,2,1,,1,0,0,0,2,,7,,3,1,1,0,,,300,11,12270,34,4
13A206,3,40283,4,1,0,1,40,1122,2,65,4,1,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23532,34,4
13B212,3,40304,1,1,0,1,40,1122,2,37,7,3,1,2,1,6,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,9440,35,4
13B212,3,40304,2,1,0,4,40,1122,2,18,4,3,1,1,0,0,,0,,0,0,,2,4,40,2,5,,1,0,0,0,3,,7,,1,1,2,0,,,160,11,54795,35,4
13B212,3,40304,3,1,0,4,40,1122,2,79,2,6,7,2,1,3,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,43038,35,4
13B212,3,40304,4,1,0,1,40,1122,2,54,3,3,7,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,240,11,26542,35,4
11A206,3,40307,3,1,0,1,40,1122,1,39,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27013,36,2
11A206,3,40307,4,1,0,1,40,1122,1,52,3,3,1,1,0,0,,0,,0,0,,2,5,30,1,1,,1,0,0,0,4,,7,,1,2,0,0,,,90,12,37353,36,2
11A206,3,40307,2,1,0,1,40,1122,1,47,4,3,1,1,0,0,,0,,0,0,,1,5,30,2,1,,0,2,0,0,3,,3,,3,2,0,0,,,90,11,14941,36,2
11B213,4,40005,3,1,0,2,28,1122,1,65,7,3,10,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,21423,37,2
11B213,4,40005,4,1,0,1,28,1122,1,62,2,6,1,1,0,0,,0,,0,0,,2,4,20,1,5,,0,0,0,4,4,,7,,1,1,1,0,,,80,12,12471,37,2
11B213,4,40005,1,1,0,2,28,1122,2,48,4,3,7,1,0,0,,0,,0,0,,2,1,30,1,1,,1,0,0,0,4,,6,,1,2,0,0,,,210,11,12400,37,2
11A207,4,40011,3,1,0,2,28,1122,2,18,3,2,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,28950,38,2
11A207,4,40011,4,1,0,2,28,1122,2,45,3,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,18697,38,2
11A207,4,40011,2,1,0,3,28,1122,2,27,7,2,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,70612,38,2
11A207,4,40011,1,1,0,1,28,1122,1,36,3,3,1,1,0,0,,0,,0,0,,2,1,20,1,1,,0,2,0,0,1,,3,,3,1,1,0,,,140,12,23711,38,2
11A204,4,40085,2,1,0,1,28,1122,2,49,3,3,1,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6217,39,2
11A204,4,40085,1,1,0,11,28,1122,1,40,2,6,1,2,1,5,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,63073,39,2
11A204,4,40085,3,1,0,1,28,1122,1,59,3,3,1,1,0,0,,0,,0,0,,2,1,30,1,1,,1,0,0,0,2,,7,,1,1,1,0,,,210,11,31265,39,2
11A204,4,40085,4,1,0,1,28,1122,2,34,7,3,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,2,0,0,1,,7,,2,1,1,0,,,90,12,7826,39,2
12A206,4,40087,3,1,0,1,28,1122,2,50,6,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,10826,40,3
12A205,4,40116,1,1,0,1,28,1122,1,63,7,5,8,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34656,41,3
12A205,4,40116,2,1,0,1,28,1122,1,63,7,4,8,1,0,0,,0,,0,0,,2,4,90,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,360,11,6931,41,3
12A205,4,40116,4,1,0,3,28,1122,2,31,8,3,3,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,34701,41,3
12A205,4,40116,3,1,2,1,28,1122,1,36,3,3,1,1,0,0,,0,,0,0,,1,8,0,0,0,,0,0,0,0,0,,0,,0,0,0,2,,,0,13,8739,41,3
11A218,4,40136,4,1,0,2,28,1122,2,45,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18873,42,2
11A218,4,40136,1,1,0,3,28,1122,2,39,8,3,1,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,13425,42,2
11A218,4,40136,2,1,0,2,28,1122,2,34,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,23758,42,2
11A218,4,40136,3,1,0,1,28,1122,2,39,3,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13425,42,2
11A205,4,40139,4,1,0,2,28,1122,2,36,3,3,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,13894,43,2
11A205,4,40139,1,1,0,2,28,1122,2,51,7,4,7,1,0,0,,0,,0,0,,2,3,90,1,2,,1,0,0,0,4,,6,,1,2,0,0,,,450,11,19532,43,2
11A205,4,40139,2,1,0,1,28,1122,1,58,7,4,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6548,43,2
12B212,4,40191,2,1,0,1,28,1122,1,68,7,5,8,2,1,8,NO HAY APOYO POR PARTE DEL GOBIERNO,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8618,44,3
12B212,4,40191,1,1,0,2,28,1122,2,74,3,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,18198,44,3
12B212,4,40191,4,1,0,2,28,1122,2,45,6,2,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14964,44,3
