folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,cd,periodo,sexo,edad,nivel,anio,cond_activ,p1,p2,p3,p3_8esp,p4,p4_8esp,p5,p6,p6_8esp,p7,p8,p9,p10,p11,p11_8esp,p12_1,p12_2,p12_3,p12_4,p13,p13_8esp,p14,p14_8esp,p15,p16,p17,p18,p18_8esp,obs,tipracsem,actfis,factor,upm_dis,est_dis
11A205,9,40399,3,1,0,4,1,1122,2,91,2,6,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,39460,139,2
11A205,9,40399,2,1,1,1,1,1122,1,59,4,2,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,26108,139,2
11A205,9,40399,4,1,0,1,1,1122,2,53,2,6,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,12978,139,2
12B211,9,40437,2,1,0,1,1,1122,1,71,2,6,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16324,140,3
12B211,9,40437,3,1,0,1,1,1122,1,46,6,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22367,140,3
12B211,9,40437,4,1,0,1,1,1122,2,70,4,2,7,1,0,0,,0,,0,0,,2,1,30,1,5,,1,0,0,0,4,,7,,2,2,0,0,,,210,11,17235,140,3
11A206,9,40447,4,1,0,3,1,1122,1,35,3,3,1,1,0,0,,0,,0,0,,2,6,30,1,1,,0,0,3,0,4,,7,,1,1,1,0,,,60,12,23597,141,2
11A206,9,40447,3,1,0,1,1,1122,1,34,6,4,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8815,141,2
11A206,9,40447,2,1,0,1,1,1122,2,75,3,3,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7543,141,2
11A206,9,40447,1,1,0,1,1,1122,1,33,4,3,1,2,2,0,,2,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8815,141,2
11B212,9,40482,1,1,0,2,1,1122,2,45,4,3,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,30307,142,2
11B212,9,40482,2,1,0,1,1,1122,2,62,0,,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,18612,142,2
11B212,9,40482,4,1,0,1,1,1122,1,64,8,3,8,1,0,0,,0,,0,0,,2,5,60,1,2,,1,0,0,0,4,,7,,1,1,2,0,,,180,11,50803,142,2
11B212,9,40482,3,1,0,5,1,1122,2,20,3,3,7,2,2,0,,1,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,78210,142,2
11B212,9,40485,1,1,0,1,1,1122,2,33,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8266,143,2
11B212,9,40485,3,1,0,2,1,1122,2,43,4,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,21019,143,2
11B212,9,40485,4,1,0,2,1,1122,2,36,3,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14013,143,2
13B212,9,40486,3,1,0,1,1,1122,2,50,3,3,1,2,2,0,,2,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,17415,144,4
13B212,9,40486,2,1,0,3,1,1122,1,40,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,33128,144,4
13B212,9,40486,1,1,0,3,1,1122,2,32,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,43846,144,4
11A206,9,40500,3,1,0,2,1,1122,2,67,2,6,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,22530,145,2
11A206,9,40500,2,1,0,1,1,1122,1,45,3,3,1,1,0,0,,0,,0,0,,1,7,60,1,1,,1,0,0,0,1,,2,,2,1,1,0,,,60,12,25990,145,2
11A206,9,40500,1,1,0,1,1,1122,2,48,5,3,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,24702,145,2
12A206,9,40547,1,1,0,1,1,1122,1,51,7,4,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14082,146,3
12A206,9,40547,4,1,0,1,1,1122,2,53,0,,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6693,146,3
12A206,9,40547,3,1,0,3,1,1122,2,26,7,4,1,1,0,0,,0,,0,0,,2,3,60,1,2,,0,0,3,0,4,,3,,3,2,0,0,,,300,11,25274,146,3
12A206,9,40547,2,1,0,1,1,1122,1,67,7,5,1,1,0,0,,0,,0,0,,1,7,160,1,1,,0,2,0,0,1,,7,,3,1,2,0,,,160,12,30834,146,3
13A206,9,40550,4,1,1,2,1,1122,2,45,8,1,1,1,0,0,,0,,0,0,,2,3,60,1,4,,0,0,3,0,3,,3,,3,1,1,0,,,300,11,14619,147,4
13A206,9,40550,3,1,0,2,1,1122,1,44,7,4,1,1,0,0,,0,,0,0,,2,3,120,1,2,,0,0,3,0,2,,3,,3,1,1,0,,,600,11,27810,147,4
13A206,9,40550,1,1,0,1,1,1122,2,55,8,2,1,1,0,0,,0,,0,0,,2,3,60,1,2,,0,0,3,0,4,,6,,3,1,2,0,,,300,11,6734,147,4
13A206,9,40550,2,1,0,1,1,1122,1,45,8,2,1,1,0,0,,0,,0,0,,2,4,60,1,1,,1,0,0,0,4,,6,,2,1,2,0,,,240,11,7691,147,4
12A206,9,40552,1,1,0,2,1,1122,2,68,4,3,8,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,14489,148,3
12A206,9,40552,4,1,1,2,1,1122,2,47,7,4,1,1,0,0,,0,,0,0,,2,5,30,1,1,,1,0,3,0,4,,7,,1,1,2,0,,,90,12,11914,148,3
12A206,9,40552,3,1,0,1,1,1122,1,25,7,4,1,1,0,0,,0,,0,0,,2,4,90,1,2,,0,0,3,0,2,,7,,1,2,0,0,,,360,11,16930,148,3
11B212,9,40584,4,1,0,2,1,1122,2,45,4,3,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,14024,149,2
11B212,9,40584,2,1,0,1,1,1122,1,50,4,3,1,2,1,5,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7377,149,2
11B212,9,40584,3,1,0,1,1,1122,2,51,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7011,149,2
11B212,9,40584,1,1,0,3,1,1122,1,20,7,1,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,36176,149,2
12B212,9,40587,2,1,0,1,1,1122,2,62,6,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,6239,150,3
12B212,9,40587,3,1,0,1,1,1122,2,77,6,3,7,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16474,150,3
12B212,9,40587,4,1,0,1,1,1122,1,70,7,5,8,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15603,150,3
12B212,9,40587,1,1,0,1,1,1122,1,67,2,6,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7802,150,3
12B212,9,40591,4,1,0,1,1,1122,1,29,7,5,4,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26394,151,3
12A206,9,40593,1,1,0,1,1,1122,1,66,2,6,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16289,152,3
12A206,9,40593,3,1,0,1,1,1122,1,62,8,2,1,2,2,0,,2,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,35558,152,3
12A206,9,40593,4,1,0,1,1,1122,1,66,7,5,8,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8144,152,3
12A206,9,40593,2,1,0,3,1,1122,2,29,4,3,1,2,1,3,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,26703,152,3
11A206,9,40596,4,1,0,1,1,1122,1,29,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18164,153,2
11A206,9,40596,1,1,0,3,1,1122,1,25,7,2,6,1,0,0,,0,,0,0,,2,3,60,2,2,,1,0,0,0,2,,7,,1,1,2,0,,,300,11,27247,153,2
11A206,9,40596,2,1,0,1,1,1122,2,59,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,11774,153,2
11A206,9,40596,3,1,1,2,1,1122,2,30,3,3,7,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16090,153,2
13A206,9,40598,3,1,0,1,1,1122,1,97,7,4,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,18688,154,4
13A206,9,40598,4,1,0,2,1,1122,1,25,7,5,1,1,0,0,,0,,0,0,,2,3,120,1,2,,0,0,0,4,3,,7,,3,1,2,0,,,600,11,23057,154,4
13A206,9,40598,2,1,0,1,1,1122,1,25,7,4,1,1,0,0,,0,,0,0,,2,5,120,1,2,,0,2,0,0,4,,3,,3,1,2,0,,,360,11,34585,154,4
13A206,9,40598,1,1,0,1,1,1122,2,74,6,3,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,19732,154,4
11B212,9,40633,3,1,0,1,1,1122,2,32,3,3,1,1,0,0,,0,,0,0,,2,6,30,1,5,,0,0,0,4,3,,7,,1,1,1,0,,,60,12,8588,155,2
11B212,9,40633,4,1,0,2,1,1122,2,66,2,6,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,16593,155,2
11B212,9,40633,1,1,0,1,1,1122,1,65,2,1,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15716,155,2
11B212,9,40633,2,1,0,2,1,1122,1,45,2,6,1,2,1,5,,0,,1,2,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21533,155,2
12B212,9,40634,1,1,0,2,1,1122,2,54,7,5,4,2,1,5,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21217,156,3
11A204,10,40005,4,1,0,2,26,1122,1,30,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21035,157,2
11A204,10,40005,1,1,0,1,26,1122,2,61,2,6,7,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20454,157,2
11A204,10,40005,2,1,0,2,26,1122,1,46,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,31148,157,2
11A204,10,40005,3,1,0,1,26,1122,2,64,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6818,157,2
11A207,10,40010,2,1,0,2,26,1122,2,64,3,3,7,1,0,0,,0,,0,0,,2,5,30,1,5,,0,2,0,0,4,,6,,1,1,2,0,,,90,12,22313,158,2
11A207,10,40010,3,1,0,3,26,1122,2,51,4,3,7,1,0,0,,0,,0,0,,2,5,60,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,180,11,18167,158,2
11A207,10,40010,4,1,0,1,26,1122,2,20,4,3,5,2,1,6,,0,,1,8,DINERO,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,9376,158,2
12A218,10,40033,3,1,0,1,26,1122,1,81,7,5,8,1,0,0,,0,,0,0,,2,5,60,1,1,,0,2,0,0,4,,7,,2,1,2,0,,,180,11,13881,159,3
12A218,10,40033,1,1,0,2,26,1122,2,39,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12859,159,3
12A218,10,40033,4,1,0,3,26,1122,2,35,7,5,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,0,0,4,4,,7,,3,2,0,0,,,90,12,32148,159,3
12B213,10,40038,1,1,0,5,26,1122,1,29,7,5,1,2,2,0,,5,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,52580,160,3
12B213,10,40038,4,1,0,1,26,1122,1,48,3,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15572,160,3
13A207,10,40077,4,1,0,1,26,1122,1,47,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,19973,161,4
13A207,10,40077,1,1,0,2,26,1122,2,41,4,3,7,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,10127,161,4
13A207,10,40077,3,1,0,1,26,1122,1,66,7,5,8,1,0,0,,0,,0,0,,2,4,60,1,1,,0,2,0,0,4,,7,,1,1,1,0,,,240,11,21865,161,4
13A207,10,40077,2,1,0,5,26,1122,2,19,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,58784,161,4
13A204,10,40134,2,1,0,2,26,1122,1,30,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,24697,162,4
13A204,10,40134,4,1,0,1,26,1122,2,79,2,6,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,10568,162,4
13A204,10,40134,3,1,0,3,26,1122,1,35,2,6,1,1,0,0,,0,,0,0,,1,6,60,2,1,,0,0,0,4,3,,4,,4,2,0,0,,,120,12,33060,162,4
13A204,10,40134,1,1,0,1,26,1122,2,74,2,3,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,10568,162,4
11B211,10,40190,4,1,1,1,26,1122,1,67,2,6,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,8076,163,2
11B211,10,40190,1,1,0,1,26,1122,2,59,2,6,7,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,12918,163,2
11B211,10,40190,3,1,0,3,26,1122,2,28,4,3,1,1,0,0,,0,,0,0,,2,5,40,1,1,,0,0,0,4,4,,7,,1,1,2,0,,,120,12,35306,163,2
11B211,10,40190,2,1,0,2,26,1122,2,51,2,6,1,1,0,0,,0,,0,0,,2,5,30,1,1,,0,2,0,0,4,,7,,2,1,2,0,,,90,12,14024,163,2
11A205,10,40199,2,1,0,1,26,1122,2,40,2,6,7,2,2,0,,6,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,36644,164,2
11A205,10,40199,1,1,0,1,26,1122,1,75,2,6,9,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,19779,164,2
11A205,10,40199,4,1,0,1,26,1122,1,56,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,51812,164,2
11A205,10,40199,3,1,0,1,26,1122,2,75,2,6,9,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,20883,164,2
12A205,10,40231,4,1,0,1,26,1122,1,40,7,5,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8523,165,3
12A205,10,40231,1,1,0,1,26,1122,2,52,3,3,1,2,1,1,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20163,165,3
12A205,10,40231,3,1,1,1,26,1122,2,55,3,3,1,1,0,0,,0,,0,0,,2,4,30,1,1,,0,0,0,4,4,,7,,1,2,0,0,,,120,12,6191,165,3
12A205,10,40231,2,1,0,3,26,1122,1,34,4,2,1,1,0,0,,0,,0,0,,2,1,30,1,1,,0,2,0,0,4,,6,,1,2,0,0,,,210,11,28653,165,3
12B211,10,40253,4,1,0,1,26,1122,2,43,4,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,7993,166,3
12B211,10,40253,1,1,0,2,26,1122,2,37,6,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15986,166,3
12B211,10,40253,3,1,0,1,26,1122,1,45,4,3,1,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15763,166,3
12B211,10,40253,2,1,0,1,26,1122,1,44,3,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,47500,166,3
12B212,10,40386,2,1,0,2,26,1122,2,60,4,3,8,1,0,0,,0,,0,0,,2,1,40,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,280,11,17630,167,3
12B212,10,40386,3,1,0,1,26,1122,1,68,3,3,8,1,0,0,,0,,0,0,,1,5,60,1,1,,0,2,0,0,4,,7,,1,1,1,0,,,180,11,22045,167,3
12B212,10,40386,1,1,0,3,26,1122,2,33,7,5,1,1,0,0,,0,,0,0,,2,1,40,1,1,,0,0,0,4,3,,2,,2,2,0,0,,,280,11,24093,167,3
12A206,10,40389,2,1,0,2,26,1122,2,34,3,3,7,1,0,0,,0,,0,0,,2,6,30,1,1,,0,0,0,4,3,,1,,1,2,0,0,,,60,12,16907,168,3
12A206,10,40389,3,1,0,2,26,1122,1,38,3,3,1,2,1,2,,0,,1,8,GANAS,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17032,168,3
12A206,10,40389,1,1,0,2,26,1122,2,30,4,3,1,2,1,4,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,16907,168,3
11A204,11,40001,3,1,0,5,5,1122,2,21,2,6,1,1,0,0,,0,,0,0,,1,6,100,2,2,,0,0,3,0,3,,7,,3,1,3,0,,,200,12,79358,169,2
11A204,11,40001,4,1,1,1,5,1122,1,67,2,6,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,8433,169,2
11A204,11,40001,1,1,0,2,5,1122,2,55,3,3,1,2,2,0,,5,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,26979,169,2
11A204,11,40001,2,1,0,3,5,1122,2,57,3,3,1,1,0,0,,0,,0,0,,2,5,45,1,5,,0,0,0,4,4,,7,,1,2,0,0,,,135,12,20234,169,2
12B213,11,40005,3,1,0,1,5,1122,1,40,8,2,1,1,0,0,,0,,0,0,,2,5,60,2,2,,1,0,0,0,4,,7,,1,1,9,0,,,180,11,9122,170,3
12B213,11,40005,1,1,0,1,5,1122,2,71,7,3,8,1,0,0,,0,,0,0,,2,2,15,1,5,,1,0,0,0,4,,7,,1,1,3,0,,,90,12,8747,170,3
12B213,11,40005,2,1,0,1,5,1122,2,50,7,4,1,2,1,3,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,21578,170,3
12B213,11,40005,4,1,0,1,5,1122,1,76,3,3,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,33140,170,3
12A218,11,40042,1,1,0,2,5,1122,2,50,0,,1,2,2,0,,7,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,11595,171,3
12A218,11,40042,2,1,0,2,5,1122,1,30,7,4,1,1,0,0,,0,,0,0,,2,5,45,1,2,,0,0,3,0,3,,7,,1,1,1,0,,,135,12,24718,171,3
12A218,11,40042,3,1,0,2,5,1122,2,50,3,3,7,1,0,0,,0,,0,0,,2,5,60,1,1,,0,0,3,0,4,,2,,2,1,2,0,,,180,11,34786,171,3
12A218,11,40042,4,1,0,1,5,1122,1,51,3,3,4,1,0,0,,0,,0,0,,2,1,30,1,1,,0,0,0,4,4,,7,,1,1,2,0,,,210,11,6100,171,3
13A204,11,40053,4,1,0,1,5,1122,2,55,4,2,7,1,0,0,,0,,0,0,,2,5,30,1,1,,1,0,0,0,4,,3,,3,1,2,0,,,90,12,14777,172,4
13A204,11,40053,3,1,0,2,5,1122,2,38,4,3,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,17117,172,4
13A204,11,40053,2,1,0,2,5,1122,2,48,7,4,1,2,1,6,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,24063,172,4
13A204,11,40053,1,1,1,2,5,1122,2,36,4,3,7,1,0,0,,0,,0,0,,2,5,40,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,120,12,17117,172,4
12A207,11,40058,1,1,0,1,5,1122,1,48,3,3,1,1,0,0,,0,,0,0,,2,6,60,1,2,,0,0,3,0,3,,7,,1,1,1,0,,,120,12,14553,173,3
12A207,11,40058,2,1,0,3,5,1122,1,23,7,3,1,1,0,0,,0,,0,0,,1,6,50,1,2,,0,0,3,0,1,,1,,3,1,1,0,,,100,12,71365,173,3
12A207,11,40058,3,1,0,6,5,1122,2,66,2,6,7,2,2,0,,3,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,2,25233,173,3
13A218,11,40132,1,1,0,1,5,1122,2,78,3,3,8,1,0,0,,0,,0,0,,2,5,45,1,2,,1,0,0,0,4,,7,,2,2,0,0,,,135,12,9809,174,4
13A218,11,40132,3,1,0,1,5,1122,2,69,8,2,10,1,0,0,,0,,0,0,,2,3,30,2,1,,1,0,0,0,4,,7,,1,2,0,0,,,150,11,9809,174,4
13A218,11,40132,2,1,0,1,5,1122,2,81,6,4,10,2,1,7,,0,,1,4,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,9809,174,4
13A218,11,40132,4,1,0,1,5,1122,2,78,4,3,8,1,0,0,,0,,0,0,,2,5,20,1,1,,0,2,0,0,4,,7,,1,2,0,0,,,60,12,9809,174,4
11A218,11,40135,4,1,0,1,5,1122,1,63,2,6,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6921,175,2
11A218,11,40135,2,1,0,1,5,1122,1,61,7,4,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6921,175,2
11A218,11,40135,1,1,0,2,5,1122,2,39,4,3,7,1,0,0,,0,,0,0,,2,2,60,1,1,,0,2,0,0,4,,7,,2,2,0,0,,,360,11,14683,175,2
11A218,11,40135,3,1,0,1,5,1122,2,57,4,3,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6339,175,2
13B213,11,40140,2,1,0,1,5,1122,1,36,7,4,1,1,0,0,,0,,0,0,,2,5,45,2,5,,1,0,0,0,4,,7,,1,1,2,0,,,135,11,19592,176,4
13B213,11,40140,3,1,0,1,5,1122,1,53,7,4,1,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,32509,176,4
13B213,11,40140,1,1,0,1,5,1122,2,56,7,4,7,1,0,0,,0,,0,0,,2,5,45,1,1,,0,2,0,0,4,,7,,2,1,2,0,,,135,12,14232,176,4
11A207,11,40152,1,1,0,1,5,1122,1,69,2,6,1,1,0,0,,0,,0,0,,2,2,80,1,5,,0,0,3,0,3,,7,,1,1,1,0,,,480,11,1523,177,2
11A207,11,40152,2,1,0,1,5,1122,1,69,2,6,1,2,1,2,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,1523,177,2
11B213,11,40187,1,1,0,8,5,1122,2,25,7,4,1,1,0,0,,0,,0,0,,2,5,120,1,1,,0,0,3,0,1,,1,,3,2,0,0,,,360,11,52536,178,2
11B213,11,40187,2,1,0,1,5,1122,1,32,3,3,1,2,1,5,,0,,1,3,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,7414,178,2
11B213,11,40187,4,1,0,1,5,1122,1,65,2,3,9,2,1,8,POR ALCOHOLISMO,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,6009,178,2
11B213,11,40187,3,1,0,2,5,1122,2,47,3,3,7,2,1,5,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,20866,178,2
12A205,11,40280,2,1,0,3,5,1122,1,65,2,6,1,1,0,0,,0,,0,0,,1,7,120,1,1,,1,0,0,0,4,,7,,1,1,1,0,,,120,12,31864,179,3
12A205,11,40280,1,1,0,3,5,1122,2,35,7,4,4,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,22139,179,3
12A205,11,40280,3,1,0,2,5,1122,2,50,6,3,7,2,1,4,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,27664,179,3
11A205,11,40281,3,1,0,5,5,1122,2,56,2,6,3,2,1,5,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,48769,180,2
11A205,11,40281,2,1,0,1,5,1122,1,64,2,6,8,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,15214,180,2
11A205,11,40281,1,1,0,2,5,1122,2,46,4,3,1,1,0,0,,0,,0,0,,2,6,60,1,5,,1,0,0,0,4,,7,,1,2,0,0,,,120,12,30253,180,2
11A205,11,40281,4,1,0,2,5,1122,2,38,2,6,7,1,0,0,,0,,0,0,,2,4,30,1,1,,0,0,3,0,3,,7,,2,2,0,0,,,120,12,16140,180,2
12B211,11,40319,2,1,0,1,5,1122,1,57,4,2,1,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,37897,181,3
12B211,11,40319,4,1,0,1,5,1122,1,48,4,3,1,2,1,2,,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,31715,181,3
12B211,11,40319,3,1,0,1,5,1122,2,70,7,4,7,2,1,3,,0,,2,0,,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,,,0,1,9165,181,3
